TTSBinIdx	DataRowID	TCIDIdx	TTSRef
15560308	2229	2845	chr9
15562951	757	970	chr9
15567390	763	976	chr9
15576341	770	984	chr9
15581933	2248	2870	chr9
15582094	777	992	chr9
15582630	2250	2872	chr9
15583908	779	995	chr9
15585690	780	998	chr9
15589471	2255	2880	chr9
15597826	2265	2890	chr9
15598184	796	1015	chr9
15602380	2271	2897	chr9
15603022	2272	2898	chr9
15603267	2273	2899	chr9
15603774	2275	2904	chr9
15604654	2276	2906	chr9
15604955	2277	2907	chr9
15605109	2278	2908	chr9
15605281	2279	2909	chr9
15605454	2280	2910	chr9
15605692	806	1029	chr9
15606424	2281	2912	chr9
15609627	813	1038	chr9
15611349	2283	2915	chr9
15616069	820	1047	chr9
15629815	2298	2933	chr9
15629819	2298	2933	chr9
15629861	2298	2933	chr9
15648389	2303	2939	chr9
15660529	2307	2943	chr9
15661071	851	1085	chr9
15661074	851	1085	chr9
15661075	2309	2945	chr9
15661164	851	1085	chr9
15661657	2313	2949	chr9
15662692	853	1088	chr9
15664572	2316	2952	chr9
15666844	858	1093	chr9
15666899	2317	2953	chr9
15667335	2324	2960	chr9
15667339	2324	2960	chr9
15678794	2329	2965	chr9
15683730	2329	2965	chr9
15715447	880	1119	chr9
15716864	2347	2990	chr9
15717127	2349	2992	chr9
15717332	2350	2993	chr9
15717957	2352	2995	chr9
15719435	885	1127	chr9
15721853	888	1133	chr9
15722368	2356	3001	chr9
15723274	2357	3002	chr9
15724002	890	1136	chr9
15724248	2358	3003	chr9
15724249	891	1138	chr9
15724505	892	1139	chr9
15725626	2361	3006	chr9
15726077	2362	3007	chr9
15726340	2364	3009	chr9
15729105	907	1155	chr9
15729109	907	1155	chr9
15729556	907	1155	chr9
15729772	910	1158	chr9
15732090	2367	3016	chr9
15732868	2369	3019	chr9
15733391	916	1164	chr9
15734892	2373	3023	chr9
15734896	921	1169	chr9
15735369	2376	3027	chr9
15735416	2377	3028	chr9
15735579	2377	3028	chr9
15736186	2380	3031	chr9
15736189	922	1171	chr9
15736831	2383	3034	chr9
15737498	2387	3038	chr9
15737502	2387	3038	chr9
15737722	2388	3039	chr9
15737805	2390	3041	chr9
15737881	2390	3041	chr9
15738122	927	1177	chr9
15738227	2393	3046	chr9
15738513	2397	3050	chr9
15741497	931	1182	chr9
15741503	931	1182	chr9
15742012	932	1183	chr9
15742023	932	1183	chr9
15742328	2400	3056	chr9
15742401	2404	3060	chr9
15742566	2406	3063	chr9
15742632	2408	3065	chr9
15743220	933	1185	chr9
15747653	944	1197	chr9
15747785	2411	3071	chr9
15748110	2412	3073	chr9
15748253	2413	3074	chr9
15748340	948	1202	chr9
15748501	2414	3075	chr9
15748924	2417	3078	chr9
15749093	951	1207	chr9
15749143	951	1207	chr9
15749525	953	1210	chr9
15749723	2420	3084	chr9
15749751	2422	3086	chr9
15749893	956	1214	chr9
15749895	956	1214	chr9
15750304	2425	3090	chr9
15750662	958	1217	chr9
15751182	2426	3091	chr9
15751970	961	1222	chr9
15753294	965	1229	chr9
15753509	967	1231	chr9
15754185	2430	3096	chr9
15754371	2430	3096	chr9
15755603	2432	3098	chr9
15755610	2432	3098	chr9
15755612	2432	3098	chr9
15757329	973	1237	chr9
15761945	2438	3104	chr9
15762805	978	1244	chr9
15765828	984	1251	chr9
15766255	2443	3112	chr9
15766460	989	1257	chr9
15767363	2444	3113	chr9
15767527	2444	3113	chr9
15768111	993	1262	chr9
15769139	995	1265	chr9
15769608	996	1266	chr9
15770644	2451	3123	chr9
15772293	2452	3124	chr9
15777804	2461	3137	chr9
15784484	2468	3144	chr9
15804874	1077	1375	chr9
15806607	1077	1375	chr9
15828449	2468	3144	chr9
16046697	1077	1375	chr9
16101319	1151	1476	chr9
16103158	2549	3250	chr9
16104807	1161	1486	chr9
16105550	1164	1489	chr9
16107891	2558	3260	chr9
16108962	1170	1498	chr9
16109490	1170	1498	chr9
16109800	1170	1498	chr9
16109801	1170	1498	chr9
16110995	1175	1503	chr9
16111043	1175	1503	chr9
16114473	2564	3270	chr9
16118185	1181	1509	chr9
16120339	1187	1516	chr9
16121896	2574	3282	chr9
16126440	2577	3287	chr9
16128966	2577	3287	chr9
16135439	2591	3305	chr9
16136862	2597	3312	chr9
16136865	1195	1524	chr9
16138896	1197	1526	chr9
16139243	1197	1526	chr9
16141402	2603	3319	chr9
16142968	1203	1536	chr9
16147283	2606	3325	chr9
16149268	1209	1542	chr9
16162723	1215	1549	chr9
16166623	2622	3343	chr9
16166627	2622	3343	chr9
16166631	2622	3343	chr9
16167279	2628	3349	chr9
16168632	2631	3356	chr9
16168634	1220	1555	chr9
16176656	1223	1561	chr9
16181695	2640	3370	chr9
16182166	1233	1572	chr9
16182341	1233	1572	chr9
16182533	1233	1572	chr9
16182756	1233	1572	chr9
16186811	2641	3374	chr9
16189524	1238	1580	chr9
16194233	2649	3387	chr9
16198063	2651	3389	chr9
16200721	1250	1595	chr9
16213469	1264	1611	chr9
16234636	2667	3415	chr9
16237034	1283	1636	chr9
16237185	1285	1638	chr9
16237637	1286	1639	chr9
16248381	2674	3426	chr9
16250423	2676	3428	chr9
16251069	2676	3428	chr9
16252427	2676	3428	chr9
16253134	2676	3428	chr9
16253980	1297	1657	chr9
16254832	2680	3433	chr9
16255928	2683	3436	chr9
16256964	2685	3439	chr9
16257317	2687	3441	chr9
16257552	2689	3444	chr9
16257556	2689	3444	chr9
16257557	1300	1662	chr9
16261157	2691	3446	chr9
16261435	2691	3446	chr9
16264435	1305	1668	chr9
16264446	1305	1668	chr9
16264447	1305	1668	chr9
16275170	2697	3456	chr9
16277161	1327	1694	chr9
16278746	2699	3458	chr9
16278752	2699	3458	chr9
16280346	2702	3461	chr9
16280575	2702	3461	chr9
16281295	2703	3462	chr9
16287222	2708	3468	chr9
16289236	1336	1706	chr9
16292728	1337	1707	chr9
16295010	1345	1718	chr9
16296578	1347	1722	chr9
16301633	1354	1731	chr9
16303101	1356	1733	chr9
16307658	1358	1736	chr9
16307664	1358	1736	chr9
16310862	1361	1739	chr9
16312547	4629	6090	chr9
16313800	1363	1744	chr9
16325652	2745	3519	chr9
16327241	1367	1753	chr9
16327243	1367	1753	chr9
16327498	1367	1753	chr9
16332843	2748	3526	chr9
16333462	2752	3531	chr9
16338725	2755	3535	chr9
16340377	4906	6466	chr9
16342161	2761	3545	chr9
16342478	1383	1771	chr9
16342479	2764	3548	chr9
16343469	2765	3552	chr9
16344049	2766	3553	chr9
16344584	2769	3556	chr9
16345926	2774	3561	chr9
16346871	2777	3565	chr9
16348697	1387	1778	chr9
16348968	1387	1778	chr9
16349810	1391	1782	chr9
16350185	1393	1784	chr9
16350566	2781	3570	chr9
16351073	1396	1787	chr9
16353742	1405	1797	chr9
16353759	2789	3578	chr9
16354990	1410	1803	chr9
16358777	2794	3584	chr9
16359531	1413	1811	chr9
16360068	1413	1811	chr9
16362969	1416	1816	chr9
16365161	2801	3591	chr9
16365620	2802	3592	chr9
16365626	2802	3592	chr9
16366490	1419	1819	chr9
16366820	1419	1819	chr9
16372396	2807	3598	chr9
16372400	2807	3598	chr9
16377979	1424	1827	chr9
16382245	2819	3619	chr9
16383060	2821	3621	chr9
16383407	2822	3623	chr9
16383725	1428	1834	chr9
16384893	2825	3627	chr9
16385422	2825	3627	chr9
16387004	2827	3630	chr9
16387764	2828	3631	chr9
16389616	2833	3637	chr9
16393344	1437	1844	chr9
16394235	1440	1849	chr9
16394240	1440	1849	chr9
16395558	1444	1853	chr9
16395560	2837	3644	chr9
16396197	2841	3648	chr9
16397756	1445	1856	chr9
16398449	2840	3647	chr9
16398606	2845	3653	chr9
16398672	2845	3653	chr9
16399055	1447	1858	chr9
16399790	1449	1861	chr9
16400415	2847	3655	chr9
16400952	2849	3657	chr9
16401150	2849	3657	chr9
16401359	2850	3658	chr9
16401781	2850	3658	chr9
16406315	2851	3659	chr9
16407188	2853	3662	chr9
16408662	1453	1868	chr9
16410275	1456	1871	chr9
16411443	2860	3671	chr9
16417442	1463	1880	chr9
16418290	1465	1882	chr9
16420214	2870	3684	chr9
16420216	1470	1888	chr9
16422749	2873	3687	chr9
16422753	2873	3687	chr9
16423495	1475	1893	chr9
16423498	1475	1893	chr9
16423518	1475	1893	chr9
16423642	1476	1894	chr9
16423956	1476	1894	chr9
16429511	1478	1896	chr9
16431074	1478	1896	chr9
16433059	2875	3691	chr9
16433073	2875	3691	chr9
16433210	2877	3693	chr9
16433212	1481	1900	chr9
16433581	2878	3694	chr9
16434095	2880	3697	chr9
16434562	1483	1902	chr9
16435173	2883	3701	chr9
16436609	2882	3700	chr9
16449176	1489	1911	chr9
16460166	1492	1914	chr9
16460169	1492	1914	chr9
16464266	1495	1917	chr9
16464591	2891	3711	chr9
16464915	1497	1919	chr9
16465217	2892	3712	chr9
16465280	2893	3713	chr9
16465405	2894	3714	chr9
16466168	1499	1921	chr9
16466700	1503	1925	chr9
16468506	2895	3716	chr9
16471670	1507	1933	chr9
16473704	1511	1939	chr9
16474805	1518	1947	chr9
16475848	1522	1951	chr9
16476169	1524	1954	chr9
16487854	1534	1965	chr9
16492056	1542	1974	chr9
16492064	1542	1974	chr9
16492071	1542	1974	chr9
16494121	2908	3732	chr9
16507783	2915	3742	chr9
16507847	1556	1991	chr9
16508567	1557	1993	chr9
16509358	2917	3745	chr9
16510423	2918	3747	chr9
16512431	2922	3751	chr9
16513514	2927	3756	chr9
16513737	2927	3756	chr9
16514206	2927	3756	chr9
16515631	1568	2005	chr9
16517026	1568	2005	chr9
16519709	1568	2005	chr9
16520478	1568	2005	chr9
16521790	2932	3763	chr9
16522602	2933	3765	chr9
16525911	1582	2020	chr9
16529604	2937	3769	chr9
16532508	2942	3776	chr9
16534071	2943	3777	chr9
16534475	1587	2030	chr9
16535218	2954	3792	chr9
16535222	2954	3792	chr9
16535537	1590	2034	chr9
16535839	1590	2034	chr9
16536819	2958	3797	chr9
16537058	2958	3797	chr9
16538193	1593	2039	chr9
16540976	2962	3803	chr9
16542554	2968	3813	chr9
16542560	2968	3813	chr9
16543022	1598	2045	chr9
16546404	2981	3826	chr9
16548132	2983	3829	chr9
16549345	2986	3834	chr9
16549790	2986	3834	chr9
16551439	1612	2060	chr9
16551979	3003	3855	chr9
16551980	1615	2063	chr9
16552214	3005	3857	chr9
16552627	3008	3860	chr9
16552719	1616	2064	chr9
16552984	3010	3862	chr9
16553237	2996	3847	chr9
16553331	3011	3863	chr9
16553671	1618	2067	chr9
16554238	1618	2067	chr9
16554873	1618	2067	chr9
16555030	1618	2067	chr9
16555162	1618	2067	chr9
16560008	3020	3874	chr9
16560214	3023	3877	chr9
16560783	1628	2079	chr9
16562521	1631	2086	chr9
16563167	3026	3881	chr9
16564255	3030	3886	chr9
16564278	3030	3886	chr9
16565100	1633	2089	chr9
16565338	1634	2091	chr9
16568529	3035	3893	chr9
16570406	3037	3895	chr9
16570641	1640	2098	chr9
16580761	1650	2109	chr9
16586096	1660	2122	chr9
16596265	1665	2127	chr9
16612918	3070	3957	chr9
16625025	3082	3970	chr9
16626368	3086	3975	chr9
16627158	3090	3979	chr9
16627653	3092	3981	chr9
16627997	3093	3982	chr9
16628369	3096	3988	chr9
16628492	3096	3988	chr9
16628515	3096	3988	chr9
16629726	3099	3993	chr9
16630106	1686	2152	chr9
16631244	3104	3999	chr9
16632084	1691	2159	chr9
16632926	3108	4005	chr9
16634894	1699	2167	chr9
16636651	1699	2167	chr9
16640159	3115	4016	chr9
16640822	1708	2177	chr9
16641441	3124	4028	chr9
16641499	3124	4028	chr9
16641508	3124	4028	chr9
16641511	3124	4028	chr9
16641869	1710	2180	chr9
16641872	3126	4030	chr9
16641932	1710	2180	chr9
16642933	1713	2184	chr9
16644003	3129	4033	chr9
16644331	1716	2190	chr9
16644415	1716	2190	chr9
16644755	1719	2193	chr9
16644908	3130	4035	chr9
16645371	1720	2194	chr9
16645519	3131	4036	chr9
16645840	1721	2195	chr9
16645975	1723	2197	chr9
16646463	1724	2199	chr9
16646722	1726	2201	chr9
16647510	3132	4037	chr9
16648276	3135	4040	chr9
16648357	3137	4044	chr9
16648538	3138	4045	chr9
16648633	1730	2205	chr9
16649560	1733	2208	chr9
16651909	3147	4057	chr9
16658525	3152	4063	chr9
16659339	1740	2219	chr9
16661799	1741	2220	chr9
16661802	1741	2220	chr9
16661806	1741	2220	chr9
16662143	1741	2220	chr9
16662147	1741	2220	chr9
16663378	3169	4082	chr9
16663735	1743	2222	chr9
16664297	3172	4085	chr9
16666936	3176	4089	chr9
16666995	1744	2224	chr9
16667915	1751	2232	chr9
16668634	3184	4098	chr9
16671123	3190	4106	chr9
16671229	1755	2236	chr9
16671637	3194	4110	chr9
16671842	1756	2238	chr9
16676296	3197	4113	chr9
16676697	1761	2244	chr9
16676705	1761	2244	chr9
16682492	1769	2253	chr9
16687273	1776	2265	chr9
16687830	1779	2268	chr9
16688371	1780	2269	chr9
16688846	1780	2269	chr9
16690451	3227	4154	chr9
16691868	1786	2276	chr9
16693195	1792	2283	chr9
16693467	1794	2286	chr9
16693738	1796	2288	chr9
16693746	1796	2288	chr9
16694914	3232	4162	chr9
16695013	3232	4162	chr9
16695345	1799	2292	chr9
16696380	3235	4165	chr9
16696384	1802	2295	chr9
16696577	3236	4166	chr9
16696776	3239	4169	chr9
16696847	3239	4169	chr9
16696848	3239	4169	chr9
16696937	3239	4169	chr9
16697011	3239	4169	chr9
16697084	1804	2298	chr9
16697252	1806	2301	chr9
16697256	1806	2301	chr9
16697771	3241	4172	chr9
16698001	3243	4174	chr9
16698219	3246	4177	chr9
16698394	3247	4178	chr9
16698498	3249	4181	chr9
16698531	3249	4181	chr9
16698608	3250	4182	chr9
16698730	3252	4184	chr9
16699029	3252	4184	chr9
16699896	3255	4188	chr9
16699905	1811	2310	chr9
16700138	1811	2310	chr9
16700208	1811	2310	chr9
16700505	3258	4192	chr9
16700508	3258	4192	chr9
16700718	1815	2315	chr9
16700826	1817	2317	chr9
16701139	3261	4195	chr9
16701144	3261	4195	chr9
16701257	1821	2321	chr9
16701267	3261	4195	chr9
16701983	3266	4200	chr9
16702447	3272	4206	chr9
16702448	1826	2328	chr9
16702629	1829	2331	chr9
16702936	1830	2333	chr9
16703428	1832	2335	chr9
16703783	1834	2339	chr9
16703787	1834	2339	chr9
16704270	1836	2341	chr9
16704749	1839	2344	chr9
16705792	3277	4211	chr9
16706060	1845	2350	chr9
16706074	1845	2350	chr9
16706116	1845	2350	chr9
16706123	1845	2350	chr9
16706249	1847	2352	chr9
16706465	3279	4215	chr9
16706943	3281	4217	chr9
16707096	1852	2357	chr9
16707408	1853	2358	chr9
16707522	3282	4219	chr9
16708044	3283	4220	chr9
16708048	1855	2360	chr9
16708432	1856	2361	chr9
16708446	1856	2361	chr9
16708701	3289	4226	chr9
16709506	3290	4227	chr9
16710034	1863	2369	chr9
16710331	3294	4231	chr9
16710333	1864	2370	chr9
16710336	1864	2370	chr9
16710340	1864	2370	chr9
16715645	3304	4244	chr9
16715880	1869	2377	chr9
16717255	1870	2379	chr9
16717465	3311	4252	chr9
16717576	3312	4254	chr9
16717577	1875	2384	chr9
16719655	3314	4257	chr9
16720949	1878	2392	chr9
16721229	1878	2392	chr9
16724801	1881	2401	chr9
16726150	1883	2405	chr9
16727292	1886	2413	chr9
16727493	1888	2415	chr9
16728709	1888	2415	chr9
16729743	3327	4274	chr9
16729745	3327	4274	chr9
16730446	1893	2420	chr9
16731319	1897	2424	chr9
16731610	1898	2425	chr9
16733120	3333	4280	chr9
16733251	1906	2434	chr9
16734655	1910	2439	chr9
16735383	1913	2443	chr9
16735667	3336	4284	chr9
16737453	3338	4286	chr9
16737730	3338	4286	chr9
16741153	3349	4298	chr9
16741974	1920	2452	chr9
16743904	3356	4307	chr9
16744423	3358	4309	chr9
16747058	1926	2461	chr9
16749142	3365	4318	chr9
16749143	1928	2463	chr9
16749801	3367	4320	chr9
16750141	1929	2464	chr9
16750661	1931	2468	chr9
16750974	1933	2470	chr9
16751567	3372	4326	chr9
16751847	3372	4326	chr9
16751994	3375	4329	chr9
16752447	3377	4331	chr9
16753631	3381	4336	chr9
16753751	1304	1666	chr9
16754033	1938	2479	chr9
16756615	1936	2475	chr9
16757635	3385	4346	chr9
16757651	3385	4346	chr9
16760175	3389	4350	chr9
16760932	3400	4362	chr9
16763784	1949	2495	chr9
16766937	1952	2498	chr9
16769327	1957	2503	chr9
16769699	3414	4376	chr9
16771271	1962	2509	chr9
16771272	1962	2509	chr9
16773951	1968	2518	chr9
16775317	1969	2519	chr9
16775518	3420	4383	chr9
16775525	1971	2522	chr9
16775733	1973	2524	chr9
16775980	1974	2525	chr9
16776137	1976	2527	chr9
16776914	3421	4385	chr9
16777152	1982	2534	chr9
16779591	3424	4389	chr9
16780133	3425	4391	chr9
16781472	3427	4394	chr9
16782551	3430	4399	chr9
16782570	3430	4399	chr9
16782977	3432	4403	chr9
16784076	1995	2547	chr9
16784093	1995	2547	chr9
16784183	3435	4407	chr9
16784282	3435	4407	chr9
16784529	3437	4409	chr9
16784651	3442	4414	chr9
16784652	1997	2549	chr9
16784943	3444	4418	chr9
16785380	2000	2552	chr9
16786003	3453	4428	chr9
16787203	2004	2556	chr9
16787420	3458	4434	chr9
16787671	2009	2563	chr9
16787975	3461	4439	chr9
16788030	3462	4440	chr9
16788128	3464	4442	chr9
16788190	3466	4445	chr9
16788624	2012	2568	chr9
16788989	7956	10444	chr9
16789033	2019	2575	chr9
16789069	2022	2578	chr9
16789208	3470	4451	chr9
16789410	2027	2583	chr9
16789993	3474	4455	chr9
16789997	2030	2587	chr9
16790320	2032	2591	chr9
16790375	2033	2592	chr9
16790511	3476	4457	chr9
16790828	3478	4459	chr9
16790834	3478	4459	chr9
16790873	3479	4461	chr9
16791007	3480	4462	chr9
16791086	3485	4467	chr9
16791251	3487	4469	chr9
16791320	2036	2598	chr9
16791414	2038	2600	chr9
16791692	3491	4474	chr9
16791937	2039	2601	chr9
16792431	2040	2603	chr9
16792552	3496	4481	chr9
16792602	4724	6225	chr9
16792758	4695	6186	chr9
16792797	4724	6225	chr9
16793023	4636	6097	chr9
16794778	4640	6103	chr9
16794779	4615	6066	chr9
16794960	4644	6111	chr9
16795138	4645	6112	chr9
16796450	3503	4494	chr9
16796601	2043	2607	chr9
16796734	3505	4496	chr9
16796735	2044	2608	chr9
16799323	2052	2617	chr9
16805540	3518	4510	chr10
16805550	3518	4510	chr10
16805995	3518	4510	chr10
16811092	4900	6459	chr10
16813512	4911	6472	chr10
16814079	3530	4522	chr10
16814686	4917	6479	chr10
16814763	3535	4528	chr10
16821532	4920	6483	chr10
16834833	3546	4542	chr10
16834844	3546	4542	chr10
16835886	4935	6500	chr10
16842010	4938	6505	chr10
16852419	3559	4558	chr10
16853790	3560	4560	chr10
16854198	4953	6529	chr10
16854645	3563	4563	chr10
16855101	3563	4563	chr10
16856123	3567	4569	chr10
16857805	3569	4571	chr10
16858203	4957	6533	chr10
16858281	3570	4572	chr10
16858621	3570	4572	chr10
16859151	4959	6535	chr10
16859405	3572	4574	chr10
16860821	4961	6537	chr10
16861004	3577	4581	chr10
16862291	4965	6541	chr10
16863054	4980	6559	chr10
16863057	3580	4584	chr10
16863099	3580	4584	chr10
16863931	4983	6564	chr10
16863937	4983	6564	chr10
16864779	4984	6566	chr10
16865045	3586	4590	chr10
16865049	3586	4590	chr10
16865604	3590	4594	chr10
16866184	3590	4594	chr10
16869958	4990	6576	chr10
16880352	5001	6588	chr10
16880825	5001	6588	chr10
16881188	3607	4622	chr10
16882035	5004	6591	chr10
16882036	3609	4624	chr10
16884702	3612	4627	chr10
16914208	3624	4641	chr10
16914334	3624	4641	chr10
16915805	3624	4641	chr10
16919478	5020	6611	chr10
16920272	5020	6611	chr10
16922389	3641	4661	chr10
16924584	5025	6618	chr10
16924587	5025	6618	chr10
16924845	3643	4664	chr10
16925452	3645	4667	chr10
16926115	3647	4670	chr10
16927651	3648	4672	chr10
16934173	5038	6634	chr10
16935156	3657	4682	chr10
16935771	3661	4686	chr10
16936499	5042	6640	chr10
16937153	5044	6642	chr10
16937638	5047	6645	chr10
16939185	5051	6649	chr10
16940025	3668	4696	chr10
16952538	3693	4725	chr10
16952943	3698	4730	chr10
16952944	3698	4730	chr10
16953696	5063	6666	chr10
16954594	3702	4734	chr10
16955043	5064	6669	chr10
16955127	3707	4739	chr10
16955842	5065	6671	chr10
16961353	5070	6680	chr10
16962761	5073	6686	chr10
16968525	3712	4746	chr10
16972330	5077	6690	chr10
16975454	5080	6693	chr10
16976176	5082	6698	chr10
16976438	3718	4756	chr10
16980329	5084	6700	chr10
16980597	3724	4763	chr10
16982249	3732	4773	chr10
16984719	3732	4773	chr10
16986143	3737	4778	chr10
16988032	3738	4779	chr10
16988033	3738	4779	chr10
16989231	3738	4779	chr10
16990032	3738	4779	chr10
16990631	3738	4779	chr10
16993141	5087	6703	chr10
16993219	3744	4787	chr10
17004789	3753	4801	chr10
17015601	5103	6723	chr10
17018367	5103	6723	chr10
17021882	5108	6731	chr10
17026662	5111	6734	chr10
17029789	3782	4840	chr10
17029837	3782	4840	chr10
17030079	3784	4843	chr10
17033771	5118	6746	chr10
17035905	3791	4853	chr10
17037580	3794	4856	chr10
17038550	3800	4862	chr10
17040073	5126	6756	chr10
17048713	3807	4870	chr10
17053861	5133	6767	chr10
17056151	5136	6772	chr10
17056786	5140	6777	chr10
17056791	3825	4890	chr10
17057248	5140	6777	chr10
17058378	3829	4894	chr10
17065966	3837	4904	chr10
17071008	3843	4916	chr10
17073601	3851	4926	chr10
17075236	5152	6789	chr10
17077630	5156	6797	chr10
17078169	5161	6804	chr10
17078173	3858	4933	chr10
17079034	5165	6809	chr10
17079046	5165	6809	chr10
17081667	3860	4936	chr10
17084083	5170	6817	chr10
17086615	5172	6820	chr10
17089446	5174	6823	chr10
17091960	3871	4949	chr10
17093400	3875	4955	chr10
17102975	5189	6841	chr10
17103983	5189	6841	chr10
17110118	5200	6857	chr10
17110965	3897	4982	chr10
17116620	5211	6872	chr10
17116944	5211	6872	chr10
17119817	3912	5000	chr10
17119836	3912	5000	chr10
17125914	5220	6882	chr10
17127189	5224	6886	chr10
17130097	5226	6890	chr10
17131086	3925	5018	chr10
17132302	3925	5018	chr10
17139974	5236	6904	chr10
17157368	5256	6926	chr10
17157529	5256	6926	chr10
17157531	5256	6926	chr10
17157893	3937	5039	chr10
17158003	3937	5039	chr10
17158381	3937	5039	chr10
17158576	3937	5039	chr10
17158584	3937	5039	chr10
17159095	3939	5041	chr10
17159994	3939	5041	chr10
17162679	3942	5044	chr10
17177883	3945	5054	chr10
17185201	5274	6951	chr10
17185206	5274	6951	chr10
17186390	5276	6953	chr10
17186731	3947	5060	chr10
17187568	3949	5063	chr10
17239461	3962	5092	chr10
17240074	3963	5095	chr10
17241359	5282	6966	chr10
17242406	3966	5098	chr10
17244375	5287	6972	chr10
17244436	5287	6972	chr10
17244754	3967	5102	chr10
17245177	5289	6975	chr10
17245179	5289	6975	chr10
17252541	5290	6978	chr10
17258288	3971	5113	chr10
17258479	5295	6985	chr10
17258700	5296	6986	chr10
17262432	3975	5120	chr10
17264044	5299	6990	chr10
17264639	5299	6990	chr10
17265418	5301	6993	chr10
17265962	3976	5123	chr10
17269936	5333	7033	chr10
17270142	5333	7033	chr10
17270146	5333	7033	chr10
17273671	4184	5447	chr10
17274571	4186	5449	chr10
17282676	3976	5123	chr10
17287286	3999	5160	chr10
17287645	5329	7026	chr10
17287904	5330	7027	chr10
17291805	5333	7033	chr10
17292011	5333	7033	chr10
17292015	5333	7033	chr10
17297567	5340	7045	chr10
17298565	5340	7045	chr10
17300752	5343	7048	chr10
17301867	5343	7048	chr10
17302341	5343	7048	chr10
17304958	5347	7052	chr10
17306971	5349	7054	chr10
17308807	4014	5189	chr10
17311059	5350	7056	chr10
17311207	5350	7056	chr10
17311919	4020	5195	chr10
17311956	4018	5193	chr10
17312612	4021	5196	chr10
17313440	5353	7060	chr10
17318599	5354	7061	chr10
17319231	4029	5210	chr10
17319387	4027	5208	chr10
17319459	4027	5208	chr10
17319498	4027	5208	chr10
17322012	3976	5123	chr10
17322114	3976	5123	chr10
17323819	5362	7072	chr10
17327573	5364	7074	chr10
17328732	5362	7072	chr10
17331245	4040	5227	chr10
17332078	4040	5227	chr10
17338329	5371	7087	chr10
17344476	4046	5236	chr10
17349050	5375	7092	chr10
17369346	5380	7098	chr10
17384946	5388	7106	chr10
17404024	4052	5247	chr10
17404683	4053	5248	chr10
17405185	4054	5249	chr10
17406465	4055	5250	chr10
17413099	4059	5254	chr10
17413108	4059	5254	chr10
17414959	5399	7120	chr10
17414962	5399	7120	chr10
17418432	5401	7122	chr10
17420400	5403	7124	chr10
17422743	5406	7130	chr10
17425232	5406	7130	chr10
17427063	5406	7130	chr10
17428668	5406	7130	chr10
17430776	5411	7136	chr10
17435868	5414	7140	chr10
17437963	4072	5272	chr10
17444020	5417	7144	chr10
17445075	4078	5280	chr10
17446538	4078	5280	chr10
17449381	4084	5289	chr10
17449497	5420	7147	chr10
17449525	5420	7147	chr10
17452666	4087	5292	chr10
17454025	5422	7149	chr10
17455993	5422	7149	chr10
17490593	4099	5317	chr10
17497990	5435	7169	chr10
17498295	5435	7169	chr10
17499715	5450	7186	chr10
17500180	4106	5327	chr10
17500185	4106	5327	chr10
17502087	5453	7190	chr10
17502394	4109	5330	chr10
17502427	4109	5330	chr10
17503654	5459	7198	chr10
17504653	4114	5337	chr10
17504662	5461	7201	chr10
17505405	5463	7203	chr10
17505406	5463	7203	chr10
17506937	4120	5346	chr10
17508545	4117	5340	chr10
17509608	4122	5352	chr10
17509611	4122	5352	chr10
17510894	4126	5359	chr10
17510897	4126	5359	chr10
17511220	4129	5363	chr10
17512214	4131	5366	chr10
17512575	4133	5368	chr10
17513135	4135	5370	chr10
17513536	4137	5373	chr10
17514033	4139	5375	chr10
17514492	4139	5375	chr10
17514522	4139	5375	chr10
17515502	5470	7217	chr10
17515848	4143	5381	chr10
17517068	5473	7221	chr10
17517636	4145	5384	chr10
17519352	4148	5389	chr10
17521859	4151	5395	chr10
17522662	5476	7227	chr10
17522800	5477	7228	chr10
17523038	5478	7229	chr10
17523667	5480	7231	chr10
17524170	5483	7235	chr10
17525150	5485	7237	chr10
17525159	5485	7237	chr10
17525374	4155	5402	chr10
17525750	5490	7242	chr10
17527361	5492	7244	chr10
17528061	4158	5406	chr10
17529187	5494	7246	chr10
17529493	4161	5410	chr10
17530221	5498	7250	chr10
17533458	4167	5417	chr10
17534526	4169	5419	chr10
17535302	4172	5422	chr10
17538531	4172	5422	chr10
17538711	4172	5422	chr10
17539069	5505	7257	chr10
17539291	4172	5422	chr10
17539846	5506	7260	chr10
17540977	4178	5437	chr10
17542221	5508	7262	chr10
17542223	5508	7262	chr10
17543494	5510	7264	chr10
17543497	5510	7264	chr10
17544072	4182	5444	chr10
17544885	5511	7265	chr10
17546573	5515	7269	chr10
17547595	5515	7269	chr10
17548254	4185	5448	chr10
17550269	4188	5454	chr10
17550881	5521	7278	chr10
17552303	5523	7280	chr10
17552438	4190	5457	chr10
17553014	5529	7288	chr10
17553806	5531	7290	chr10
17555474	5533	7298	chr10
17555669	5536	7301	chr10
17556293	5538	7303	chr10
17557090	5542	7309	chr10
17557751	5547	7317	chr10
17557843	5549	7319	chr10
17557894	5549	7319	chr10
17558311	5354	7061	chr10
17558777	4196	5466	chr10
17559056	4196	5466	chr10
17559189	4199	5471	chr10
17559451	5552	7325	chr10
17560079	5553	7327	chr10
17560444	4206	5483	chr10
17560561	5559	7335	chr10
17561314	4207	5486	chr10
17562844	5562	7339	chr10
17562845	4214	5493	chr10
17563098	4214	5493	chr10
17569597	4227	5508	chr10
17571918	5568	7351	chr10
